Stadt Dortmund; Königswall 25 - 27;Dortmund;44137;Herr Meder;+49 231 / 50 2 76 76;mdepenbrock@stadtdo.de;Ricarda-Huch-Realschule;Prinz-Friedrich-Karl-Straße 72-78;Dortmund;;162796;DSL;16000;2400;ja;ja;2018 - 2021;500000;500000;Glasfaser;Eigenwirtschaftlich;
Stadt Dortmund; Königswall 25 - 27;Dortmund;44137;Herr Meder;+49 231 / 50 2 76 76;mdepenbrock@stadtdo.de;Gertrud-Bäumer-Realschule;Goethestraße 20;Dortmund;;162814;Glasfaser;500000;500000;ja;nein, wir sehen keinen Bedarf;;;;;;
Stadt Dortmund; Königswall 25 - 27;Dortmund;44137;Herr Meder;+49 231 / 50 2 76 76;mdepenbrock@stadtdo.de;Marie-Reinders-Realschule;Hochofenstraße 38;Dortmund;;162826;DSL;16000;2400;ja;ja;2018 - 2021;500000;500000;Glasfaser;Eigenwirtschaftlich;
Stadt Dortmund; Königswall 25 - 27;Dortmund;44137;Herr Meder;+49 231 / 50 2 76 76;mdepenbrock@stadtdo.de;Robert-Koch-Realschule;Am Hombruchsfeld 69;Dortmund;;162840;Glasfaser;500000;500000;ja;nein, wir sehen keinen Bedarf;;;;;;
Stadt Dortmund; Königswall 25 - 27;Dortmund;44137;Herr Meder;+49 231 / 50 2 76 76;mdepenbrock@stadtdo.de;Theodor-Heuss-Realschule;In der Großen Heide 15-17;Dortmund;;162875;VDSL;50000;10000;ja;ja;2018 - 2021;500000;500000;Glasfaser;Eigenwirtschaftlich;
Stadt Dortmund; Königswall 25 - 27;Dortmund;44137;Herr Meder;+49 231 / 50 2 76 76;mdepenbrock@stadtdo.de;Max-Born-Realschule;Grüningsweg 42;Dortmund;;162887;Glasfaser;500000;500000;ja;nein, wir sehen keinen Bedarf;;;;;;
Stadt Dortmund; Königswall 25 - 27;Dortmund;44137;Herr Meder;+49 231 / 50 2 76 76;mdepenbrock@stadtdo.de;Wilhelm-Busch-Realschule;Höfkerstraße 7;Dortmund;;162899;VDSL;50000;10000;ja;ja;2018 - 2021;500000;500000;Glasfaser;Eigenwirtschaftlich;
Stadt Dortmund; Königswall 25 - 27;Dortmund;44137;Herr Meder;+49 231 / 50 2 76 76;mdepenbrock@stadtdo.de;Gesamtschule Scharnhorst;Mackenrothweg 15;Dortmund;;164240;Glasfaser;500000;500000;ja;nein, wir sehen keinen Bedarf;;;;;;
Stadt Dortmund; Königswall 25 - 27;Dortmund;44137;Herr Meder;+49 231 / 50 2 76 76;mdepenbrock@stadtdo.de;Heisenberg-Gymnasium;Preußische Straße 225;Dortmund;;169286;VDSL;50000;10000;ja;ja;2018 - 2021;500000;500000;Glasfaser;Eigenwirtschaftlich;
Stadt Dortmund; Königswall 25 - 27;Dortmund;44137;Herr Meder;+49 231 / 50 2 76 76;mdepenbrock@stadtdo.de;Immanuel-Kant-Gymnasium;Grüningsweg 42;Dortmund;;169298;Glasfaser;500000;500000;ja;nein, wir sehen keinen Bedarf;;;;;;
Stadt Dortmund; Königswall 25 - 27;Dortmund;44137;Herr Meder;+49 231 / 50 2 76 76;mdepenbrock@stadtdo.de;Max-Planck-Gymnasium;Ardeystraße 70-72;Dortmund;;169304;Glasfaser;500000;500000;ja;nein, wir sehen keinen Bedarf;;;;;;
Stadt Dortmund; Königswall 25 - 27;Dortmund;44137;Herr Meder;+49 231 / 50 2 76 76;mdepenbrock@stadtdo.de;Helene-Lange-Gymnasium Dortmund;Am Hombruchsfeld 55a;Dortmund;;169328;Glasfaser;500000;500000;ja;nein, wir sehen keinen Bedarf;;;;;;
Stadt Dortmund; Königswall 25 - 27;Dortmund;44137;Herr Meder;+49 231 / 50 2 76 76;mdepenbrock@stadtdo.de;Käthe-Kollwitz-Gymnasium;Erzbergerstraße 1-3;Dortmund;;169330;Glasfaser;500000;500000;ja;nein, wir sehen keinen Bedarf;;;;;;
Stadt Dortmund; Königswall 25 - 27;Dortmund;44137;Herr Meder;+49 231 / 50 2 76 76;mdepenbrock@stadtdo.de;Stadtgymnasium;Heiliger Weg 25;Dortmund;;169341;Glasfaser;500000;500000;ja;nein, wir sehen keinen Bedarf;;;;;;
Stadt Dortmund; Königswall 25 - 27;Dortmund;44137;Herr Meder;+49 231 / 50 2 76 76;mdepenbrock@stadtdo.de;Reinoldus- und Schiller-Gymnasium;Hallerey 49-51;Dortmund;;169353;VDSL;50000;10000;ja;ja;2018 - 2021;500000;500000;Glasfaser;Eigenwirtschaftlich;
Stadt Dortmund; Königswall 25 - 27;Dortmund;44137;Herr Meder;+49 231 / 50 2 76 76;mdepenbrock@stadtdo.de;Gymnasium an der Schweizer Allee;Schweizer Allee 18-20;Dortmund;;169390;DSL;16000;2400;ja;ja;in 2019;400000;400000;Richtfunk;Eigenwirtschaftlich;
Stadt Dortmund; Königswall 25 - 27;Dortmund;44137;Herr Meder;+49 231 / 50 2 76 76;mdepenbrock@stadtdo.de;Leibniz Gymnasium Dortmund International School;Kreuzstraße 163;Dortmund;;169407;DSL;16000;2400;ja;ja;2018 - 2021;500000;500000;Glasfaser;Eigenwirtschaftlich;
Stadt Dortmund; Königswall 25 - 27;Dortmund;44137;Herr Meder;+49 231 / 50 2 76 76;mdepenbrock@stadtdo.de;Goethe-Gymnasium;Stettiner Straße 12;Dortmund;;169419;DSL;16000;2400;ja;ja;2018 - 2021;500000;500000;Glasfaser;Eigenwirtschaftlich;
Stadt Dortmund; Königswall 25 - 27;Dortmund;44137;Herr Meder;+49 231 / 50 2 76 76;mdepenbrock@stadtdo.de;Helmholtz-Gymnasium;Münsterstraße 122;Dortmund;;169420;Glasfaser;500000;500000;ja;nein, wir sehen keinen Bedarf;;;;;;
Stadt Dortmund; Königswall 25 - 27;Dortmund;44137;Herr Meder;+49 231 / 50 2 76 76;mdepenbrock@stadtdo.de;Phoenix-Gymnasium;Seekante 12;Dortmund;;169456;DSL;16000;2400;ja;ja;2018 - 2021;500000;500000;Glasfaser;Eigenwirtschaftlich;
Stadt Dortmund; Königswall 25 - 27;Dortmund;44137;Herr Meder;+49 231 / 50 2 76 76;mdepenbrock@stadtdo.de;Westfalen-Kolleg;Möllerstraße 3;Dortmund;;170732;DSL;6000;1200;ja;ja;2018 - 2021;500000;500000;Glasfaser;Eigenwirtschaftlich;
Stadt Dortmund; Königswall 25 - 27;Dortmund;44137;Herr Meder;+49 231 / 50 2 76 76;mdepenbrock@stadtdo.de;Westfalen-Kolleg;Rheinische Straße 67;Dortmund;;170732;Glasfaser;500000;500000;ja;nein, wir sehen keinen Bedarf;;;;;;
Stadt Dortmund; Königswall 25 - 27;Dortmund;44137;Herr Meder;+49 231 / 50 2 76 76;mdepenbrock@stadtdo.de;Karl-Schiller-Berufskolleg;Brügmannstraße 21-23;Dortmund;;179930;Glasfaser;500000;500000;ja;nein, wir sehen keinen Bedarf;;;;;;
Stadt Dortmund; Königswall 25 - 27;Dortmund;44137;Herr Meder;+49 231 / 50 2 76 76;mdepenbrock@stadtdo.de;Robert-Bosch-Berufskolleg;Benno-Elkan-Allee 2;Dortmund;;179942;Glasfaser;500000;500000;ja;nein, wir sehen keinen Bedarf;;;;;;
Stadt Dortmund; Königswall 25 - 27;Dortmund;44137;Herr Meder;+49 231 / 50 2 76 76;mdepenbrock@stadtdo.de;Fritz-Henßler-Berufskolleg;Barbarastraße 7;Dortmund;;179966;DSL;16000;3200;ja;nein, wir sehen keinen Bedarf;;;;;;
Stadt Dortmund; Königswall 25 - 27;Dortmund;44137;Herr Meder;+49 231 / 50 2 76 76;mdepenbrock@stadtdo.de;Fritz-Henßler-Berufskolleg;Bornstraße 1;Dortmund;;179966;Glasfaser;500000;500000;ja;nein, wir sehen keinen Bedarf;;;;;;
Stadt Dortmund; Königswall 25 - 27;Dortmund;44137;Herr Meder;+49 231 / 50 2 76 76;mdepenbrock@stadtdo.de;Fritz-Henßler-Berufskolleg;Brügmannstr 21-25;Dortmund;;179966;Glasfaser;500000;500000;ja;nein, wir sehen keinen Bedarf;;;;;;
Stadt Dortmund; Königswall 25 - 27;Dortmund;44137;Herr Meder;+49 231 / 50 2 76 76;mdepenbrock@stadtdo.de;Fritz-Henßler-Berufskolleg;Ruhrallee 84-90;Dortmund;;179966;DSL;16000;3200;ja;ja;2018 - 2021;500000;500000;Glasfaser;Eigenwirtschaftlich;
Stadt Dortmund; Königswall 25 - 27;Dortmund;44137;Herr Meder;+49 231 / 50 2 76 76;mdepenbrock@stadtdo.de;Fritz-Henßler-Berufskolleg;Weißenburger Str. 63;Dortmund;;179966;Glasfaser;500000;500000;ja;nein, wir sehen keinen Bedarf;;;;;;
Stadt Dortmund; Königswall 25 - 27;Dortmund;44137;Herr Meder;+49 231 / 50 2 76 76;mdepenbrock@stadtdo.de;Paul-Ehrlich-Berufskolleg;Hacheneyer Straße 177;Dortmund;;179978;Richtfunk;400000;400000;ja;nein, wir sehen keinen Bedarf;;;;;;
Stadt Dortmund; Königswall 25 - 27;Dortmund;44137;Herr Meder;+49 231 / 50 2 76 76;mdepenbrock@stadtdo.de;Gisbert-von-Romberg-Berufskolleg;Hacheneyer Straße 185;Dortmund;;179991;Richtfunk;400000;400000;ja;nein, wir sehen keinen Bedarf;;;;;;
Stadt Dortmund; Königswall 25 - 27;Dortmund;44137;Herr Meder;+49 231 / 50 2 76 76;mdepenbrock@stadtdo.de;Leopold-Hoesch-Berufskolleg;Gronaustraße 4;Dortmund;;180040;Glasfaser;500000;500000;ja;nein, wir sehen keinen Bedarf;;;;;;
Stadt Dortmund; Königswall 25 - 27;Dortmund;44137;Herr Meder;+49 231 / 50 2 76 76;mdepenbrock@stadtdo.de;Konrad-Klepping-Berufskolleg;Geschwister-Scholl-Straße 1;Dortmund;;180051;Glasfaser;500000;500000;ja;nein, wir sehen keinen Bedarf;;;;;;
Stadt Dortmund; Königswall 25 - 27;Dortmund;44137;Herr Meder;+49 231 / 50 2 76 76;mdepenbrock@stadtdo.de;Heinrich-Heine-Gymnasium;Dörwerstraße 34;Dortmund;;183167;Kabel;400000;40000;ja;ja;2018 - 2021;500000;500000;Glasfaser;Eigenwirtschaftlich;
Stadt Dortmund; Königswall 25 - 27;Dortmund;44137;Herr Meder;+49 231 / 50 2 76 76;mdepenbrock@stadtdo.de;Robert-Schuman-Berufskolleg;Emil-Moog Platz  15;Dortmund;;184123;Glasfaser;500000;500000;ja;nein, wir sehen keinen Bedarf;;;;;;
Stadt Dortmund; Königswall 25 - 27;Dortmund;44137;Herr Meder;+49 231 / 50 2 76 76;mdepenbrock@stadtdo.de;Johannes-Wulff-Schule;Kreuzstraße 155;Dortmund;;185097;DSL;16000;2400;ja;ja;2018 - 2021;500000;500000;Glasfaser;Eigenwirtschaftlich;
Stadt Dortmund; Königswall 25 - 27;Dortmund;44137;Herr Meder;+49 231 / 50 2 76 76;mdepenbrock@stadtdo.de;Tremonia-Schule;Sendstraße 100-102;Dortmund;;186697;DSL;16000;2400;ja;ja;2018 - 2021;500000;500000;Glasfaser;Eigenwirtschaftlich;
Stadt Dortmund; Königswall 25 - 27;Dortmund;44137;Herr Meder;+49 231 / 50 2 76 76;mdepenbrock@stadtdo.de;Tremonia-Schule;Winkelriedweg 4;Dortmund;;186697;DSL;16000;2400;ja;ja;2018 - 2021;500000;500000;Glasfaser;Eigenwirtschaftlich;
Stadt Dortmund; Königswall 25 - 27;Dortmund;44137;Herr Meder;+49 231 / 50 2 76 76;mdepenbrock@stadtdo.de;Frida-Kahlo-Schule;Beurhausstraße 45;Dortmund;;187483;DSL;16000;2400;ja;ja;2018 - 2021;500000;500000;Glasfaser;Eigenwirtschaftlich;
Stadt Dortmund; Königswall 25 - 27;Dortmund;44137;Herr Meder;+49 231 / 50 2 76 76;mdepenbrock@stadtdo.de;Frida-Kahlo-Schule;Marsbruchstraße 162 B;Dortmund;;187483;DSL;16000;2400;ja;ja;2018 - 2021;500000;500000;Glasfaser;Eigenwirtschaftlich;
Stadt Dortmund; Königswall 25 - 27;Dortmund;44137;Herr Meder;+49 231 / 50 2 76 76;mdepenbrock@stadtdo.de;Heinrich-Böll-Gesamtschule;Volksgartenstraße 19-21;Dortmund;;188207;VDSL;25000;5000;ja;ja;in 2019;400000;400000;Richtfunk;Eigenwirtschaftlich;
Stadt Dortmund; Königswall 25 - 27;Dortmund;44137;Herr Meder;+49 231 / 50 2 76 76;mdepenbrock@stadtdo.de;Geschwister-Scholl-Gesamtschule;Haferfeldstraße 3-5;Dortmund;;188219;VDSL;50000;10000;ja;ja;2018 - 2021;500000;500000;Glasfaser;Eigenwirtschaftlich;
Stadt Dortmund; Königswall 25 - 27;Dortmund;44137;Herr Meder;+49 231 / 50 2 76 76;mdepenbrock@stadtdo.de;Gesamtschule Gartenstadt;Hueckstraße 25;Dortmund;;188700;VDSL;25000;5000;ja;ja;2018 - 2021;500000;500000;Glasfaser;Eigenwirtschaftlich;
Stadt Dortmund; Königswall 25 - 27;Dortmund;44137;Herr Meder;+49 231 / 50 2 76 76;mdepenbrock@stadtdo.de;Gustav-Heinemann-Gesamtschule;Parsevalstraße 170;Dortmund;;188827;VDSL;50000;10000;ja;ja;2018 - 2021;500000;500000;Glasfaser;Eigenwirtschaftlich;
Stadt Dortmund; Königswall 25 - 27;Dortmund;44137;Herr Meder;+49 231 / 50 2 76 76;mdepenbrock@stadtdo.de;Gesamtschule Brünninghausen;Am Hombruchsfeld 55b;Dortmund;;189960;Glasfaser;500000;500000;ja;nein, wir sehen keinen Bedarf;;;;;;
Stadt Dortmund; Königswall 25 - 27;Dortmund;44137;Herr Meder;+49 231 / 50 2 76 76;mdepenbrock@stadtdo.de;Gesamtschule Brünninghausen;Klüsenerskamp 15;Dortmund;;189960;Glasfaser;500000;500000;ja;nein, wir sehen keinen Bedarf;;;;;;
Stadt Dortmund; Königswall 25 - 27;Dortmund;44137;Herr Meder;+49 231 / 50 2 76 76;mdepenbrock@stadtdo.de;Grundschule Kleine Kielstraße;Kleine Kielstraße 20;Dortmund;;192296;VDSL;50000;10000;ja;ja;2018 - 2021;500000;500000;Glasfaser;Eigenwirtschaftlich;
Stadt Dortmund; Königswall 25 - 27;Dortmund;44137;Herr Meder;+49 231 / 50 2 76 76;mdepenbrock@stadtdo.de;Martin-Luther-King-Gesamtschule;Fine Frau 50-58;Dortmund;;192820;VDSL;50000;10000;ja;ja;2018 - 2021;500000;500000;Glasfaser;Eigenwirtschaftlich;
Stadt Dortmund; Königswall 25 - 27;Dortmund;44137;Herr Meder;+49 231 / 50 2 76 76;mdepenbrock@stadtdo.de;Schule an der Froschlake;Auf der Linnert 6;Dortmund;;193902;DSL;16000;2400;ja;ja;2018 - 2021;500000;500000;Glasfaser;Eigenwirtschaftlich;
Stadt Dortmund; Königswall 25 - 27;Dortmund;44137;Herr Meder;+49 231 / 50 2 76 76;mdepenbrock@stadtdo.de;Schule an der Froschlake;Froschlake 45;Dortmund;;193902;DSL;16000;2400;ja;ja;2018 - 2021;500000;500000;Glasfaser;Eigenwirtschaftlich;
Stadt Dortmund; Königswall 25 - 27;Dortmund;44137;Herr Meder;+49 231 / 50 2 76 76;mdepenbrock@stadtdo.de;Reinoldi-Sekundarschule;Im Odemsloh 107;Dortmund;;196990;VDSL;50000;10000;ja;ja;2018 - 2021;500000;500000;Glasfaser;Eigenwirtschaftlich;
Stadt Dortmund; Königswall 25 - 27;Dortmund;44137;Herr Meder;+49 231 / 50 2 76 76;mdepenbrock@stadtdo.de;Mira-Lobe-Schule;Eierkampstraße 2;Dortmund;;197385;DSL;16000;2400;ja;ja;2018 - 2021;500000;500000;Glasfaser;Eigenwirtschaftlich;
Christopherus-Haus e.V.;Kreisstraße 55;Dortmund;44267;Ekkehard Weishaupt;02304-9827920;e.weishaupt@christopherus-haus.net;Waldorf-Förderschule mit dem Förderschwerpunkt Geistige Entwicklung;Kreisstraße 55;Dortmund;44267;189030;?;;;ja;;;;;;;
Schulverein für das Hotel- und Gaststättengewerbe Nordrhein-Westfalen e.V.;Am Rombergpark 38-40;Dortmund;44225;Harald Becker;2317922070;h.becker@wihoga.de;Berufskolleg WIHOGA Dortmund - Private Wirtschaftsschulen für Hotellerie, Gastronomie, Handel und Dienstleistungen;Am Rombergpark 40;Dortmund;44225;179980;Glasfaser;100;100;Ja;;;;;;;
Stadt Drolshagen;Hagener Str. 9;Drolshagen;57489;B. Lüttidie;02761/970-110;B.Luetticke@Drolshagen.de;Gräfin-Sayn-Verbundgrundschule, kath. Grundschule der Stadt Drolshagen mit Gemeinschaftsgrundschule als Teilstandort;Am Buscheid 2;Drolshagen;57489;134296;DSL;16;2,5;teilweise ja;ja;bis 31.12.19;1000;1000;Glasfaser;Bundesförderprogram Wirtschaftlichkeitslückenmodell gem. Ziff. 3.1 der Förderrichtlinie des Bundes und Ko-Finanzierung des Landes NRW;
Stadt Drolshagen;Hagener Str. 9;Drolshagen;57489;B. Lüttidie;02761/970-110;B.Luetticke@Drolshagen.de;Sekundarschule der Kreisstadt Olpe, Teilstandort Drolshagen;Herrnscheider Weg 33;Drolshagen;57489;198092;DSL;16;2,5;ja;ja;bis 31.12.19;1000;1000;Glasfaser;Bundesförderprogram Wirtschaftlichkeitslückenmodell gem. Ziff. 3.1 der Förderrichtlinie des Bundes und Ko-Finanzierung des Landes NRW;in Micus falsche Schulnummer
Stadt Drolshagen;Hagener Str. 9;Drolshagen;57489;B. Lüttidie;02761/970-110;B.Luetticke@Drolshagen.de;Gräfin-Sayn-Verbundgrundschule, kath. Grundschule der Stadt Drolshagen mit Gemeinschaftsgrundschule als Teilstandort;Schulweg 6;Drolshagen-Hützemert;57489;134296;DSL;12;3;teilweise ja;ja;bis 31.12.19;1000;1000;Glasfaser;Bundesförderprogram Wirtschaftlichkeitslückenmodell gem. Ziff. 3.1 der Förderrichtlinie des Bundes und Ko-Finanzierung des Landes NRW;
Stadt Drolshagen;Hagener Str. 9;Drolshagen;57489;B. Lüttidie;02761/970-110;B.Luetticke@Drolshagen.de;Gräfin-Sayn-Verbundgrundschule, kath. Grundschule der Stadt Drolshagen mit Gemeinschaftsgrundschule als Teilstandort;Listerstraße 17;Drolshagen-Schreibershof;57489;134296;DSL;2,7;0,6;ja;ja;bis 31.12.19;1000;1000;Glasfaser;Bundesförderprogram Wirtschaftlichkeitslückenmodell gem. Ziff. 3.1 der Förderrichtlinie des Bundes und Ko-Finanzierung des Landes NRW;
Stadt Ennepetal;Bismarckstr. 21;Ennepetal;58256;Frau Petra Bente;02333-979200;;GGS Buettenberg;Erlenstr. 7;Ennepetal;58256;132706;VDSL o.V.;50;10;;nein, wir sehen aber einen Bedarf;;1000;1000;Glasfaser;Noch nicht bekannt;keine Angaben zur Gebäudeverkabelung
Stadt Ennepetal;Bismarckstr. 21;Ennepetal;58256;Frau Petra Bente;02333-979200;;GGS Wassermaus;Deterberger Str. 30;Ennepetal;58256;132718;VDSL o.V.;50;10;;nein, wir sehen aber einen Bedarf;;1000;1000;Glasfaser;Noch nicht bekannt;keine Angaben zur Gebäudeverkabelung
Stadt Ennepetal;Bismarckstr. 21;Ennepetal;58256;Frau Petra Bente;02333-979200;;GGS Altenvoerde;Fettweide 6;Ennepetal;58256;132720;DSL o.V.;16;2,5;;nein, wir sehen aber einen Bedarf;;1000;1000;Glasfaser;Noch nicht bekannt;keine Angaben zur Gebäudeverkabelung
Stadt Ennepetal;Bismarckstr. 21;Ennepetal;58256;Frau Petra Bente;02333-979200;;GGS Voerde;Bussardweg 16;Ennepetal;58256;132731;DSL o.V.;16;2,5;;nein, wir sehen aber einen Bedarf;;1000;1000;Glasfaser;Noch nicht bekannt;keine Angaben zur Gebäudeverkabelung
Stadt Ennepetal;Bismarckstr. 21;Ennepetal;58256;Frau Petra Bente;02333-979200;;KGS Kirchstraße;Kirchstraße 52;Ennepetal;58256;132755;DSL o.V.;16;2,5;;nein, wir sehen aber einen Bedarf;;1000;1000;Glasfaser;Noch nicht bekannt;keine Angaben zur Gebäudeverkabelung
Ev. Stiftung Loher Nocken;Lohernockenstr. 47;Ennepetal;58256;;02333-97770;;Loher-Nocken-Schule;Lohernockenstr. 47;Ennepetal;58256;157934;DSL o.V.;6;0,5;;nein, wir sehen aber einen Bedarf;;1000;1000;Glasfaser;Noch nicht bekannt;keine Angaben zur Gebäudeverkabelung
Stadt Ennepetal;Bismarckstr. 21;Ennepetal;58256;Frau Petra Bente;02333-979200;;Reicherbach-Gymnasium;Peddinghausstr. 17;Ennepetal;58256;169950;VDSL o.V.;50;10;;nein, wir sehen aber einen Bedarf;;1000;1000;Glasfaser;Noch nicht bekannt;keine Angaben zur Gebäudeverkabelung
Ennepe-Ruhr-Kreis;Hauptstraße 92;Schwelm;58332;Herr Wagenbach;02336/932361;j.wagenbach@en-kreis.de;Berufskolleg Ennepetal;Wilhelmshöher Str.12-22;Ennepetal;58256;181365;400 MB Unitymedia;400;20;ja;nein, wir sehen aber einen Bedarf;;1000;1000;Glasfaser;Noch nicht bekannt;
Stadt Ennepetal;Bismarckstr. 21;Ennepetal;58256;Frau Petra Bente;02333-979200;;Sekundarschule Ennepetal;Amselweg 9;Ennepetal;58256;198043;VDSL o.V.;50;10;;nein, wir sehen aber einen Bedarf;;1000;1000;Glasfaser;Noch nicht bekannt;keine Angaben zur Gebäudeverkabelung
Stadt Ennepetal;Bismarckstr. 21;Ennepetal;58256;Frau Petra Bente;02333-979200;;Sekundarschule Ennepetal;Breslauerplatz 1;Ennepetal;58256;198043;VDSL o.V.;25;5;;nein, wir sehen aber einen Bedarf;;1000;1000;Glasfaser;Noch nicht bekannt;keine Angaben zur Gebäudeverkabelung
Stadt Ennepetal;Bismarckstr. 21;Ennepetal;58256;Frau Petra Bente;02333-979200;;GGS Friedenstal;Esbecker Str. 14;Ennepetal;58256;;DSL o.V.;16000;2500;;nein, wir sehen aber einen Bedarf;;1000;1000;Glasfaser;Noch nicht bekannt;keine Angaben zur Gebäudeverkabelung, keine Schulnummer
Stadt Ennepetal;Bismarckstr. 21;Ennepetal;58256;Frau Petra Bente;02333-979200;;GGS Rüggeberg;Rüggebergerstr. 228;Ennepetal;58256;;VDSL o.V.;50;10;;nein, wir sehen aber einen Bedarf;;1000;1000;Glasfaser;Noch nicht bekannt;keine Angaben zur Gebäudeverkabelung, keine Schulnummer
Gemeinde Ense;Am Spring 4;Ense-Bremen;59469;Herr Bonsch;02938/980-113;w.bonsch@gemeinde-ense.de;Conrad-von-Ense-Schule;Willi-Eickenbusch Str. 3;Ense-Bremen;59469;198780;Kabel;120;40;nein;ja;je nach Verfügbarkeit;1 GB;?;Glasfaser;Förderprogramm;
Gemeinde Ense;Am Spring 4;Ense-Bremen;59469;Herr Bonsch;02938/980-113;w.bonsch@gemeinde-ense.de;Gemeinschaftsgrundschule Höingen;Auf den Kreuzen 11;Ense-Höingen;59469;135379;Kabel;150;10;nein;;;;;;;
Gemeinde Ense;Am Spring 4;Ense-Bremen;59469;Herr Bonsch;02938/980-113;w.bonsch@gemeinde-ense.de;Fürstenbergschule;Am Gelke 17;Ense-Hünningen;59469;135367;Kabel;150;10;nein;;;;;;;
Gemeinde Ense;Am Spring 4;Ense-Bremen;59469;Herr Bonsch;02938/980-113;w.bonsch@gemeinde-ense.de;Bernhardusschule Niederense;Bernhardusplatz 6;Ense-Niederense;59469;135355;Kabel;150;10;nein;;;;;;;
Gemeinde Erndtebrück;Talstraße 27;Erndtebrück;57339;Frau Schimmelpfennig;2753605116;l.schimmelpfennig@erndtebrueck.de;Grundschule Erndtebrück ;Schulstr. 2;Erndtebrück;57339;136189;DSL;16;2;;ja;2 Jahre;1000;1000;Glasfaser;6. Call des Bundesprogrammes;
Gemeinde Erndtebrück;Talstraße 27;Erndtebrück;57339;Frau Schimmelpfennig;2753605116;l.schimmelpfennig@erndtebrueck.de;Realschule Erndtebrück;Ederfeldstr. 4;Erndtebrück;57339;163790;DSL;13;2;;ja;2 Jahre;1000;1000;Glasfaser;6. Call des Bundesprogrammes;
Stadt Erwitte;Am Markt 13;Erwitte;59597;Frau Fretter;02943 896105;h.fretter@erwitte.de;Städt. Gymnasium Erwitte;Glasmerweg 12;Erwitte;59597;170150;DSL;50;;nein;ja;mittelfristig;;;Glasfaser;noch nicht bekannt;
Stadt Erwitte;Am Markt 13;Erwitte;59597;Frau Fretter;02943 896105;h.fretter@erwitte.de;Sekundarschule Anröchte/Erwitte;Glasmerweg 14;Erwitte;59597;196976;DSL;16;;nein;ja;mittelfristig;;;Glasfaser;noch nicht bekannt;Teilstandort
Kreis Soest – Die Landrätin Abteilung Schulangelegenheiten;Hoher Weg 1-3;Soest;59494;Herr Henneböhl (Berufskollegs), Frau Rodrigues (Förderschulen);02921/30 2468 bzw. 02921/30 2462;Hendrik.Henneboehl@Kreis-Soest.de bzw. Maria.Rodrigues@Kreis-Soest.de;Lindenschule;Schützenstraße 10;Erwitte-Bad Westernkotten;59597;188931;Kabel;400;15;in Planung;Wir sehen einen mittelfristigen Bedarf;Gigabit-Anschluss bis 2021;im Gigabitbereich, noch zu definieren;Noch zu definieren;Glasfaser;Noch nicht bekannt, nach Möglichkeit Förderprogramm;
Gemeinde Eslohe;Schultheisstr. 2;Eslohe ;59889;;;;Grundschule Raphael-Schule;Schulstraße 5;Eslohe;59889;133980;Glasfaser;1000;1000;ja;ja;Inbetriebnahme im September 2018;1 Gbit/s symetrisch;1 Gbit/s symetrisch;Glasfaser ;„Gute Schule 2020“ *;
Gemeinde Eslohe;Schultheisstr. 2;Eslohe ;59889;;;;Christine-Koch-Hauptschule;Schulstraße 7;Eslohe;59889;149913;Glasfaser;1000;1000;ja;ja;Inbetriebnahme im September 2018;1 Gbit/s symetrisch;1 Gbit/s symetrisch;Glasfaser ;„Gute Schule 2020“ *;Herstellung Hausan-schluss für das Schul-zentrum, Glasfaserver-bindungen Glasfaserverbindungen auf dem Schulgelände: Förderprogramm „Gute Schule 2020“ (Kreditkontingente 2017 + 2018) Laufende Tarifkosten: Bildungspauschale des Landes
Gemeinde Eslohe;Schultheisstr. 2;Eslohe ;59889;;;;Realschule;Schulstraße 6;Eslohe;59889;163480;Glasfaser;1000;1000;ja;ja;Inbetriebnahme im September 2018;1 Gbit/s symetrisch;1 Gbit/s symetrisch;Glasfaser ;„Gute Schule 2020“ *;Herstellung Hausan-schluss für das Schul-zentrum, Glasfaserver-bindungen Glasfaserverbindungen auf dem Schulgelände: Förderprogramm „Gute Schule 2020“ (Kreditkontingente 2017 + 2018) Laufende Tarifkosten: Bildungspauschale des Landes
Hochsauerlandkreis;Steinstr. 27;Meschede;59872;;;;Brüder-Grimm-Schule;Schulstraße 5;Eslohe;59889;191747;Glasfaser;1000;1000;Ja;;;1 Gbit/s symetrisch;1 Gbit/s symetrisch;Glasfaser ;;
Lorenz:Burmann-Schule;Böttenbergstr. 20;Eslohe;59889;Kolpack;02973 970 921;info@dachdeckerschule.de;Berufskolleg;Böttenbergstr.20;Eslohe;59889;181778;Glasfaser Unitymedia;400;25;Nein;Nein;;;;;;
Caritasverband Meschede e.V.;Steinstr. 12;Meschede;59872;Sonja Franke;0291/9021146;s.franke@caritas-meschede.de;Kardinal-von-Galen-Schule;Hauptstr. 11;Eslohe;59889;186429;DSL;16000;2400;ja;Ja;2019;250000;40000;VDSL;Glasfaser/Kupfer;
Gemeinde Eslohe;Schultheisstr. 2;Eslohe ;59889;;;;Raphael-Schule (Grundschulverbund) – Teilstandort Reiste;Mescheder Straße 32;Eslohe-Reiste;59889;133980;Kabel / DSL;400;10;nein;nein*;;;;Bedarf;;*Gegenüber den politischen Gremien wurde dargestellt, dass der vorhandene Internetanschluss auch für die Zukunft als ausreichend erachtet wird. Eine Erhöhung der Übertragungsraten ist ohne einen Ausbau möglich.
