Schul-ID;Förderprogramm;Straße;;;;;;;;;;;;;;;;;
134247;Bund;Hülschotter Str. 8;;;;;;;;;;;;;;;;;
134259;Bund;Schulstr. 6;;;;;;;;;;;;;;;;;
163077;Bund;Graf-Adolf-Str. 40;;;;;;;;;;;;;;;;;
179670;Bund;Hasselbrink 27;;;;;;;;;;;;;;;;;
188414;Bund;Hauptstr. 153;;;;;;;;;;;;;;;;;
157430;Bund;Hauptstr. 155;;;;;;;;;;;;;;;;;
157200;Bund;Hauptstr. 157;;;;;;;;;;;;;;;;;
128545;Land;Havelstr. 12;;;;;;;;;;;;;;;;;
147370;Bund;Haydnstr. 3;;;;;;;;;;;;;;;;;
157120;Land;Hegelstr. 6;;;;;;;;;;;;;;;;;
162711;Bund;Heinrichstr. 2;;;;;;;;;;;;;;;;;
169237;Land;Heinrichstr. 2;;;;;;;;;;;;;;;;;
128776;Land;Heinrichstr. 40;;;;;;;;;;;;;;;;;
193318;Land;Hiltroper Str. 53;;;;;;;;;;;;;;;;;
163089;Bund;Höntroper Str. 99;;;;;;;;;;;;;;;;;
128582;Bund;Hordeler Heide 169 e;;;;;;;;;;;;;;;;;
128697;Bund;Hörder Str. 116;;;;;;;;;;;;;;;;;
128971;Land;Hufelandstr. 17;;;;;;;;;;;;;;;;;
184860;Land;Hustadtring 144;;;;;;;;;;;;;;;;;
128867;Land;Josephinenstr. 80;;;;;;;;;;;;;;;;;
179670;Bund;Karl-Friedrich-Str. 66 a;;;;;;;;;;;;;;;;;
169225;Bund;Keilstr. 42 - 48;;;;;;;;;;;;;;;;;
128922;Bund;Kemnader Str. 218;;;;;;;;;;;;;;;;;
169158;Bund;Klinikstr. 1;;;;;;;;;;;;;;;;;
128510;Land;Köllerholzweg 61;;;;;;;;;;;;;;;;;
169160;Bund;Königsallee 77/79;;;;;;;;;;;;;;;;;
128533;Land;Kreyenfeldstr. 80;;;;;;;;;;;;;;;;;
128740;Land;Lange Malterse 18;;;;;;;;;;;;;;;;;
190160;Land;Lindener Str. 28;;;;;;;;;;;;;;;;;
169705;Bund;Lohackerstr. 13;;;;;;;;;;;;;;;;;
189947;Bund;Lohackerstr. 15;;;;;;;;;;;;;;;;;
162656;Bund;Lohring 22;;;;;;;;;;;;;;;;;
128600;Land;Maischützenstr. 70;;;;;;;;;;;;;;;;;
164239;Bund;Markstr. 189;;;;;;;;;;;;;;;;;
128569;Land;Markstr. 290;;;;;;;;;;;;;;;;;
131131;Land;Marktstr. 21;;;;;;;;;;;;;;;;;
128818;Land;Natorpstr. 51;;;;;;;;;;;;;;;;;
128820;Land;Neulingstr. 15;;;;;;;;;;;;;;;;;
128910;Land;Oberstr. 65;;;;;;;;;;;;;;;;;
179700;Bund;Ostring 25;;;;;;;;;;;;;;;;;
179670;Bund;Ostring 27;;;;;;;;;;;;;;;;;
169183;Bund;Ottilienstr. 12;;;;;;;;;;;;;;;;;
131120;Bund;Preins Feld 3;;;;;;;;;;;;;;;;;
162681;Bund;Querenburger Str. 35;;;;;;;;;;;;;;;;;
195947;Bund;Querenburger Str. 45;;;;;;;;;;;;;;;;;
128582;Bund;Rastenburger Str. 11;;;;;;;;;;;;;;;;;
131179;Land;Ruhrstr. 150;;;;;;;;;;;;;;;;;
169699;Bund;Saarlandstr. 40/44;;;;;;;;;;;;;;;;;
128673;Land;Sanderweg 25;;;;;;;;;;;;;;;;;
131167;Bund;Schulstr. 7;;;;;;;;;;;;;;;;;
128910;Land;Somborner Str. 22;;;;;;;;;;;;;;;;;
197105;Bund;Stiftstr. 25;;;;;;;;;;;;;;;;;
148740;Bund;Voedestr. 46/48;;;;;;;;;;;;;;;;;
128685;Land;Von-Waldthausen-Str. 82;;;;;;;;;;;;;;;;;
196447;Bund;Vorstadtstr. 14;;;;;;;;;;;;;;;;;
169171;Bund;Waldring 71;;;;;;;;;;;;;;;;;
193318;Land;Wasserstr. 46;;;;;;;;;;;;;;;;;
131088;Land;Wattenscheider Hellweg 87/89;;;;;;;;;;;;;;;;;
131090;Bund;Westenfelder Str. 107;;;;;;;;;;;;;;;;;
180889;Bund;Westenfelder Str. 88;;;;;;;;;;;;;;;;;
196435;Land;Wilbergstr. 3;;;;;;;;;;;;;;;;;
189935;Bund;Wittekindstr. 33;;;;;;;;;;;;;;;;;
164045;Bund;Wittener Str. 61;;;;;;;;;;;;;;;;;
189418;Land;Nevelstr. 3;;;;;;;;;;;;;;;;;
191103;Bund;Weitmarer Str. 115 A;;;;;;;;;;;;;;;;;
100037;Land;Weitmarer Str. 115 B;;;;;;;;;;;;;;;;;
191127;Land;Wiemelhauser Str. 270;;;;;;;;;;;;;;;;;
195820;Land;Springorumallee 3;;;;;;;;;;;;;;;;;
199205;Land;Springorumallee 1;;;;;;;;;;;;;;;;;
184408;Land;Gerther Str. 31;;;;;;;;;;;;;;;;;
164227;Land;Hauptstr. 238;;;;;;;;;;;;;;;;;
187409;Land;Höntroper Str. 95;;;;;;;;;;;;;;;;;
173654;Land;Springorumallee 20;;;;;;;;;;;;;;;;;
198481;Land;Bessemerstr. 80;;;;;;;;;;;;;;;;;
192533;Land;Dannenbaumstr. 63;;;;;;;;;;;;;;;;;
144551;Eigenwirtschaftlich;Stefanstraße 33;;;;;;;;;;;;;;;;;
144551;Eigenwirtschaftlich;Stefanstraße 51b;;;;;;;;;;;;;;;;;
188025;Eigenwirtschaftlich;Ewald-Wortmann-Weg 10;;;;;;;;;;;;;;;;;
188025;Eigenwirtschaftlich;Kobbenskamp 23 a;;;;;;;;;;;;;;;;;
148350;Eigenwirtschaftlich;Frankenstraße 12;;;;;;;;;;;;;;;;;
197002;Eigenwirtschaftlich;An der Falkschule 9;;;;;;;;;;;;;;;;;
169560;Eigenwirtschaftlich;Am Beisenkamp 1;;;;;;;;;;;;;;;;;
130461;Eigenwirtschaftlich;Am Ebertpark 10;;;;;;;;;;;;;;;;;
136037;Eigenwirtschaftlich;Am Ebertpark 14-16;;;;;;;;;;;;;;;;;
136037;Eigenwirtschaftlich;Lange Straße 11;;;;;;;;;;;;;;;;;
180518;Eigenwirtschaftlich;Vorheider Weg 8;;;;;;;;;;;;;;;;;
180520;Eigenwirtschaftlich;Am Ebertpark 7;;;;;;;;;;;;;;;;;
180520;Eigenwirtschaftlich;Titaniastraße 7;;;;;;;;;;;;;;;;;
156048;Eigenwirtschaftlich;Glückaufstraße 2;;;;;;;;;;;;;;;;;
150782;Eigenwirtschaftlich;Kirchweg 90;;;;;;;;;;;;;;;;;
169596;Eigenwirtschaftlich;Karl-Koßmann-Straße 2;;;;;;;;;;;;;;;;;
121459;Eigenwirtschaftlich;Vorheider Weg 1;;;;;;;;;;;;;;;;;
189250;Eigenwirtschaftlich;Marker Allee 20;;;;;;;;;;;;;;;;;
162980;Eigenwirtschaftlich;Auf dem Hilkenhohl 3;;;;;;;;;;;;;;;;;
188724;Eigenwirtschaftlich;Lange Straße 14-16;;;;;;;;;;;;;;;;;
188724;Eigenwirtschaftlich;Vorheider Weg 14;;;;;;;;;;;;;;;;;
188724;Eigenwirtschaftlich;Muntenburgstraße 30;;;;;;;;;;;;;;;;;
169559;Eigenwirtschaftlich;Dr.-Voßhage-Straße 1;;;;;;;;;;;;;;;;;
169559;Eigenwirtschaftlich;Titaniastraße 137;;;;;;;;;;;;;;;;;
130503;Eigenwirtschaftlich;Titaniastraße 5;;;;;;;;;;;;;;;;;
120704;Eigenwirtschaftlich;Schlägelstraße 20;;;;;;;;;;;;;;;;;
169572;Eigenwirtschaftlich;Adenauerallee 2;;;;;;;;;;;;;;;;;
130552;Eigenwirtschaftlich;Fischerstraße 126;;;;;;;;;;;;;;;;;
130552;Eigenwirtschaftlich;Bonifatiusweg 15;;;;;;;;;;;;;;;;;
135999;Eigenwirtschaftlich;Dortmunder Straße 170;;;;;;;;;;;;;;;;;
130485;Eigenwirtschaftlich;An der Johanneskirche 26;;;;;;;;;;;;;;;;;
120686;Eigenwirtschaftlich;Hardinghausstraße 5;;;;;;;;;;;;;;;;;
120698;Eigenwirtschaftlich;Am Ebertpark 5;;;;;;;;;;;;;;;;;
148349;Eigenwirtschaftlich;Westberger Weg 17/19;;;;;;;;;;;;;;;;;
130540;Eigenwirtschaftlich;Am Ebertpark 45;;;;;;;;;;;;;;;;;
194177;Eigenwirtschaftlich;Heideweg 4;;;;;;;;;;;;;;;;;
136013;Eigenwirtschaftlich;Lange Straße 16;;;;;;;;;;;;;;;;;
188761;Eigenwirtschaftlich;Dortmunder Straße 170;;;;;;;;;;;;;;;;;
130473;Eigenwirtschaftlich;Vorheider Weg 21;;;;;;;;;;;;;;;;;
130473;Eigenwirtschaftlich;Titaniastraße 26;;;;;;;;;;;;;;;;;
169584;Eigenwirtschaftlich;Wilhelm-Liebknecht-Straße 11;;;;;;;;;;;;;;;;;
192922;Eigenwirtschaftlich;Torneweg 5;;;;;;;;;;;;;;;;;
144174;Eigenwirtschaftlich;Bockelweg 83;;;;;;;;;;;;;;;;;
136062;Eigenwirtschaftlich;Alter Uentroper Weg 225;;;;;;;;;;;;;;;;;
136062;Eigenwirtschaftlich;Uentroper Dorfstraße 2;;;;;;;;;;;;;;;;;
121484;Eigenwirtschaftlich;Overbergstraße 12;;;;;;;;;;;;;;;;;
121484;Eigenwirtschaftlich;Am Ebertpark 7;;;;;;;;;;;;;;;;;
163764;Eigenwirtschaftlich;Wernerstraße 9;;;;;;;;;;;;;;;;;
163764;Eigenwirtschaftlich;Jahnstraße 23;;;;;;;;;;;;;;;;;
163764;Eigenwirtschaftlich;Marker Dorfstraße 8;;;;;;;;;;;;;;;;;
136001;Eigenwirtschaftlich;Kopernikusstraße 13a;;;;;;;;;;;;;;;;;
136050;Eigenwirtschaftlich;Brandheide 94;;;;;;;;;;;;;;;;;
136025;Eigenwirtschaftlich;Auf der Horst 18;;;;;;;;;;;;;;;;;
189807;Eigenwirtschaftlich;Stefanstraße 42;;;;;;;;;;;;;;;;;
120674;Eigenwirtschaftlich;Heessener Dorfstraße 25;;;;;;;;;;;;;;;;;
121472;Eigenwirtschaftlich;Hohenhöveler Straße 31;;;;;;;;;;;;;;;;;
130515;Eigenwirtschaftlich;Brändströmstraße 7;;;;;;;;;;;;;;;;;
121460;Eigenwirtschaftlich;Dörholtstraße 27;;;;;;;;;;;;;;;;;
130497;Eigenwirtschaftlich;Wilhelmstraße 99a;;;;;;;;;;;;;;;;;
183052;Bund;An der Lohschule 6;;;;;;;;;;;;;;;;;
197002;noch unbekannt;An der Falkschule 9;;;;;;;;;;;;;;;;;
189789;Bund;Kobbenskamp 23;;;;;;;;;;;;;;;;;
168040;noch unbekannt;Schlossstr. 1;;;;;;;;;;;;;;;;;
184366;Bund;Heithofer Allee 64;;;;;;;;;;;;;;;;;
162978;Bund;Franziskanerstr. 1;;;;;;;;;;;;;;;;;
195674;noch unbekannt;Zur Roten Fuhr 3;;;;;;;;;;;;;;;;;
157533;noch unbekannt;Heithofer Allee 64;;;;;;;;;;;;;;;;;
180531;Bund;Franziskanerstr. 2 a;;;;;;;;;;;;;;;;;
129150;Bund;Schulte-Heuthaus-Straße 28;;;;;;;;;;;;;;;;;
129161;Bund;Winkelriedweg 2;;;;;;;;;;;;;;;;;
129173;Bund;Ziegelhüttenstraße 11;;;;;;;;;;;;;;;;;
129185;Bund;Beurhausstraße 15-17;;;;;;;;;;;;;;;;;
129197;Bund;Castroper Straße 153;;;;;;;;;;;;;;;;;
129203;Bund;Gretelweg 15;;;;;;;;;;;;;;;;;
129215;Bund;Grundstraße 14;;;;;;;;;;;;;;;;;
129227;Bund;Flughafenstraße 73;;;;;;;;;;;;;;;;;
129239;Bund;Uranusstraße 50;;;;;;;;;;;;;;;;;
129264;Land;Dollersweg 14;;;;;;;;;;;;;;;;;
129276;Bund;Egilmarstraße 40;;;;;;;;;;;;;;;;;
129288;Land;Husener Eichwaldstraße 270;;;;;;;;;;;;;;;;;
129306;Bund;Evastraße 1;;;;;;;;;;;;;;;;;
129318;Bund;Lothringer Straße 8;;;;;;;;;;;;;;;;;
129355;Bund;Arminiusstraße 10;;;;;;;;;;;;;;;;;
129379;Kein Bedarf - bereits Glas;Kreuzstraße 145;;;;;;;;;;;;;;;;;
129392;Bund;Leostraße 33;;;;;;;;;;;;;;;;;
129409;Bund;Schillingstraße 26a;;;;;;;;;;;;;;;;;
129410;Land;Am Hohen Teich 5;;;;;;;;;;;;;;;;;
129446;Bund;Paderborner Straße 109;;;;;;;;;;;;;;;;;
129458;Land;Robert-Koch-Straße 50;;;;;;;;;;;;;;;;;
129460;Bund;Ruhrallee 84-90;;;;;;;;;;;;;;;;;
129471;Bund;Falläckerweg 23;;;;;;;;;;;;;;;;;
129495;Bund;Roßbachstraße 21;;;;;;;;;;;;;;;;;
129501;Bund;Auf dem Kellerkamp 11;;;;;;;;;;;;;;;;;
129513;Bund;Am Westheck 73;;;;;;;;;;;;;;;;;
129525;Bund;Am Wasserfall 26;;;;;;;;;;;;;;;;;
129537;Bund;Kautskystraße 23-25;;;;;;;;;;;;;;;;;
129549;Bund;Stortsweg 52-54;;;;;;;;;;;;;;;;;
129550;Bund;Westholz 100;;;;;;;;;;;;;;;;;
129562;Bund;An der Margarethenkapelle 5;;;;;;;;;;;;;;;;;
129574;Kein Bedarf - bereits Glas;Münsterstraße 138-140;;;;;;;;;;;;;;;;;
129586;Bund;Husener Eichwaldstraße 272;;;;;;;;;;;;;;;;;
129598;Bund;Friedrichsruher Straße 11;;;;;;;;;;;;;;;;;
129616;Bund;Dollersweg 14;;;;;;;;;;;;;;;;;
129628;Bund;Deusener Straße 230;;;;;;;;;;;;;;;;;
129630;Bund;Am Bruchheck 47;;;;;;;;;;;;;;;;;
129641;Bund;Burgholzstraße 148;;;;;;;;;;;;;;;;;
